1.895217537879943848e+00,-2.231480836868286133e+00,3.382374644279479980e-01,-1.222061038017272949e+00
-8.362424969673156738e-01,1.455584883689880371e+00,-1.302178382873535156e+00,1.137570381164550781e+00
-1.233556389808654785e+00,1.567451238632202148e+00,1.099039912223815918e+00,-7.362158298492431641e-01
-7.857738137245178223e-01,9.663555622100830078e-01,-1.635725975036621094e+00,1.661579608917236328e+00
-2.260901689529418945e+00,1.923141598701477051e+00,1.457879185676574707e+00,-8.139957487583160400e-02
-3.085229396820068359e-01,-8.143648505210876465e-01,1.433779954910278320e+00,-1.402917861938476562e+00
-3.387865126132965088e-01,-7.086057662963867188e-01,-5.865131616592407227e-01,1.338081717491149902e+00
1.356776952743530273e+00,-1.835732221603393555e+00,-4.943394958972930908e-01,1.459235191345214844e+00
-3.427237868309020996e-01,2.674431800842285156e-01,1.039175033569335938e+00,-1.949269890785217285e+00
1.124697566032409668e+00,-9.584002941846847534e-02,8.364254832267761230e-01,-1.484287500381469727e+00
