-1.795028746128082275e-01,5.563951283693313599e-02,1.211321353912353516e+00,-4.082379817962646484e+00,-3.128341138362884521e-01,-6.927293539047241211e-01,1.637219935655593872e-01,2.826956212520599365e-01,7.355840206146240234e-01,-8.077044486999511719e-01
1.000007688999176025e-01,7.521429657936096191e-01,6.792709827423095703e-01,1.497484445571899414e+00,1.247128769755363464e-01,-7.842091470956802368e-02,-4.267799258232116699e-01,-1.748840361833572388e-01,6.657773256301879883e-02,-1.200175046920776367e+00
-8.173047304153442383e-01,1.347582578659057617e+00,5.737599916756153107e-03,1.511626094579696655e-01,-1.023972392082214355e+00,-2.066993713378906250e-02,1.386870741844177246e+00,1.367387413978576660e+00,4.022526741027832031e-01,1.588965952396392822e-01
-2.035898268222808838e-01,3.628087043762207031e-01,-6.601116061210632324e-01,-7.576870918273925781e-01,-4.200576841831207275e-01,-9.466978907585144043e-01,-1.049625635147094727e+00,-1.137655735015869141e+00,1.329645633697509766e+00,5.391938090324401855e-01
1.087161421775817871e+00,4.523371160030364990e-01,-2.231013298034667969e+00,2.079249322414398193e-01,2.091272830963134766e+00,-7.003222107887268066e-01,2.069491863250732422e+00,2.135476112365722656e+00,3.691715598106384277e-01,2.577477455139160156e+00
-1.227106094360351562e+00,9.439662694931030273e-01,2.032732069492340088e-01,1.979127973318099976e-01,-2.847607851028442383e+00,4.966279491782188416e-02,-4.414767920970916748e-01,-1.114879131317138672e+00,5.814606696367263794e-02,-1.157493144273757935e-01
9.250597953796386719e-01,-1.147339344024658203e+00,1.511779904365539551e+00,5.508961677551269531e-01,1.886086344718933105e+00,-3.826488554477691650e-01,-5.456516146659851074e-01,-1.361575841903686523e+00,-6.635533571243286133e-01,-9.499878883361816406e-01
4.944817423820495605e-01,9.492588639259338379e-01,1.128953337669372559e+00,1.488756574690341949e-02,9.729909896850585938e-02,4.867451190948486328e-01,1.636423110961914062e+00,1.577940464019775391e+00,-3.920920491218566895e-01,-4.869740307331085205e-01
-4.941270127892494202e-02,-3.233857154846191406e-01,1.585352182388305664e+00,1.351732134819030762e+00,8.288072943687438965e-01,5.643966197967529297e-01,-6.118027567863464355e-01,-1.235792711377143860e-01,-9.425954818725585938e-01,-1.670979261398315430e+00
8.649116754531860352e-01,-8.069679737091064453e-01,-2.437180429697036743e-01,-3.683426678180694580e-01,1.143568396568298340e+00,-1.229478955268859863e+00,-8.006803989410400391e-01,-7.406307458877563477e-01,1.049940347671508789e+00,6.627480387687683105e-01
