8.265945911407470703e-01,-1.763248443603515625e+00,-2.497247457504272461e+00,1.290717720985412598e+00
-1.044530272483825684e+00,3.706440031528472900e-01,1.843929052352905273e+00,-3.074535846710205078e+00
-2.363584995269775391e+00,1.991006731986999512e+00,-9.266718626022338867e-01,6.862450838088989258e-01
2.015848398208618164e+00,-2.925592660903930664e+00,-1.234858393669128418e+00,5.668966174125671387e-01
8.690544962882995605e-01,-2.358655452728271484e+00,2.236456394195556641e+00,-2.816656112670898438e+00
-1.746583700180053711e+00,8.451555371284484863e-01,-2.275303125381469727e+00,1.178214788436889648e+00
-2.288756132125854492e+00,1.390861988067626953e+00,-2.038354873657226562e+00,1.226146459579467773e+00
8.225336670875549316e-01,-5.514924526214599609e-01,-1.697354078292846680e+00,1.872474431991577148e+00
-2.217335939407348633e+00,1.075797200202941895e+00,1.139116644859313965e+00,-2.049283504486083984e+00
2.314300298690795898e+00,-3.120535850524902344e+00,-8.031719177961349487e-02,-8.381591439247131348e-01
