1.102872014045715332e+00,1.793690204620361328e+00,-1.776603579521179199e+00,-1.097408294677734375e+00,1.588270515203475952e-01,-2.312050163745880127e-01,-1.196669116616249084e-01,-3.490190505981445312e-01,1.066018104553222656e+00,-4.596141278743743896e-01
1.889587938785552979e-01,7.356042861938476562e-01,-3.349354490637779236e-02,-4.655379951000213623e-01,-1.444663643836975098e+00,-1.707116484642028809e+00,1.375222921371459961e+00,-1.623106479644775391e+00,1.593085885047912598e+00,-5.268618836998939514e-02
1.515877127647399902e+00,1.653434157371520996e+00,-1.611334919929504395e+00,-1.662528157234191895e+00,4.910700619220733643e-01,-5.203673839569091797e-01,1.770112663507461548e-01,-4.966086745262145996e-01,7.242302298545837402e-01,-5.015847086906433105e-01
-2.980252742767333984e+00,-3.093544244766235352e+00,3.205888986587524414e+00,3.126839637756347656e+00,-3.113100826740264893e-01,1.004985809326171875e+00,4.243394359946250916e-02,9.292825460433959961e-01,-9.981557726860046387e-01,1.528609156608581543e+00
-3.094429731369018555e+00,-2.659816741943359375e+00,3.183357477188110352e+00,3.185457229614257812e+00,-1.080448508262634277e+00,3.331501185894012451e-01,4.809984266757965088e-01,3.817798495292663574e-01,-1.323721170425415039e+00,1.614223003387451172e+00
6.236536055803298950e-02,-2.592732608318328857e-01,2.221760153770446777e-01,-5.218021273612976074e-01,2.489689350128173828e+00,2.316998243331909180e+00,-2.066211462020874023e+00,2.231241941452026367e+00,-2.194463253021240234e+00,-3.738499283790588379e-01
1.115298364311456680e-02,-3.875834941864013672e-01,1.190746203064918518e-01,3.184940218925476074e-01,-1.334630131721496582e+00,-1.686242580413818359e+00,1.270387291908264160e+00,-1.591160893440246582e+00,9.722740054130554199e-01,6.592375636100769043e-01
6.235435605049133301e-01,2.776743471622467041e-01,-7.287957519292831421e-02,-3.548155426979064941e-01,-2.776878356933593750e+00,-3.336226701736450195e+00,2.778760194778442383e+00,-2.656985998153686523e+00,2.649927377700805664e+00,1.992599368095397949e-01
1.243501782417297363e+00,1.212382197380065918e+00,-1.235140562057495117e+00,-1.222902536392211914e+00,2.622321844100952148e-01,1.215941667556762695e+00,-8.551375865936279297e-01,1.192209005355834961e+00,-1.209911227226257324e+00,-8.749824762344360352e-01
-1.604446887969970703e+00,-2.052986860275268555e+00,1.709617257118225098e+00,1.941199541091918945e+00,-1.232421398162841797e+00,-5.267182588577270508e-01,8.335092663764953613e-01,-6.870225071907043457e-01,8.067185282707214355e-01,3.304532170295715332e-01
