1.787458419799804688e+00,-1.615484356880187988e+00,1.125013709068298340e+00,-1.526473283767700195e+00
1.677731394767761230e+00,-2.948898553848266602e+00,1.229805827140808105e+00,-2.468994617462158203e+00
-2.565569639205932617e+00,1.263710141181945801e+00,-2.197426557540893555e+00,1.887424111366271973e+00
-2.037259817123413086e+00,8.659331798553466797e-01,-2.579007625579833984e+00,1.262565612792968750e+00
-1.088703870773315430e+00,7.107037901878356934e-01,2.658108472824096680e+00,-2.844013929367065430e+00
-3.070420265197753906e+00,1.971284151077270508e+00,1.410401105880737305e+00,-1.749831080436706543e+00
1.820226669311523438e+00,-7.620446681976318359e-01,-2.377491474151611328e+00,1.049739003181457520e+00
-2.186971902847290039e+00,2.032911300659179688e+00,7.770255208015441895e-01,-2.424939870834350586e+00
1.677060842514038086e+00,-3.181454658508300781e+00,-6.468697786331176758e-01,1.583306074142456055e+00
-1.003772854804992676e+00,-3.345790505409240723e-01,-7.866032123565673828e-01,9.464745521545410156e-01
