1.833746075630187988e+00,1.863138794898986816e+00,7.983297109603881836e-01,-1.908871769905090332e+00,1.158434033393859863e+00,-2.466491609811782837e-01,-1.729990482330322266e+00,-6.224540472030639648e-01,-8.801048398017883301e-01,9.596759080886840820e-01
-4.871607571840286255e-02,3.696946427226066589e-02,-1.594007730484008789e+00,8.361505270004272461e-01,-2.126424551010131836e+00,1.354553699493408203e+00,6.323966979980468750e-01,1.491474866867065430e+00,-4.578420519828796387e-02,-1.525675177574157715e+00
4.263193905353546143e-01,-4.904004558920860291e-02,-1.879845499992370605e+00,-9.790034294128417969e-01,-1.778410315513610840e+00,1.547217369079589844e+00,-6.072919964790344238e-01,2.031653881072998047e+00,-1.147686123847961426e+00,-1.275965452194213867e+00
-1.569446802139282227e+00,-1.132607817649841309e+00,1.059258460998535156e+00,9.452045559883117676e-01,8.692597746849060059e-01,-8.074859976768493652e-01,1.455611109733581543e+00,-1.297422885894775391e+00,1.200937390327453613e+00,-2.878589928150177002e-01
-1.188488602638244629e+00,-1.465004801750183105e+00,5.849382877349853516e-01,1.864481091499328613e+00,8.801754117012023926e-01,-3.878222107887268066e-01,1.263805866241455078e+00,-3.133125305175781250e-01,1.315903425216674805e+00,-1.336048245429992676e+00
-1.896829009056091309e+00,-1.638902425765991211e+00,3.819237947463989258e-01,1.961752533912658691e+00,6.150459125638008118e-02,-4.261831939220428467e-01,1.348808407783508301e+00,1.949753612279891968e-01,9.865114688873291016e-01,-1.349191188812255859e+00
-2.669520080089569092e-01,3.565463423728942871e-01,-1.341520547866821289e+00,-2.213022708892822266e-01,-1.613468289375305176e+00,7.438560128211975098e-01,3.324331343173980713e-01,1.426868081092834473e+00,-3.114752471446990967e-01,-7.629805803298950195e-01
1.275589942932128906e+00,1.396795272827148438e+00,1.040560841560363770e+00,-1.507498860359191895e+00,9.769530296325683594e-01,-1.451748251914978027e+00,-8.856940269470214844e-01,-1.058163166046142578e+00,-1.350813359022140503e-01,1.300145387649536133e+00
-1.118816971778869629e+00,-1.908741950988769531e+00,3.758524656295776367e-01,1.843252182006835938e+00,3.527830839157104492e-01,4.125671982765197754e-01,1.459877371788024902e+00,-8.706948757171630859e-01,1.859412550926208496e+00,-1.401616334915161133e+00
5.023698806762695312e-01,6.618972420692443848e-01,-2.310066223144531250e+00,-3.336119651794433594e-01,-2.105612277984619141e+00,1.741995453834533691e+00,-5.617787837982177734e-01,1.809326767921447754e+00,-8.082769513130187988e-01,-1.535644173622131348e+00
