-2.371237516403198242e+00,1.512198686599731445e+00,3.000032007694244385e-01,7.046438455581665039e-01
-1.956124901771545410e+00,2.100061893463134766e+00,-2.131676912307739258e+00,1.093929648399353027e+00
5.254272222518920898e-01,-1.273494839668273926e+00,1.871263742446899414e+00,-2.735584974288940430e+00
1.291166663169860840e+00,-2.513203144073486328e+00,4.146248400211334229e-01,8.438398241996765137e-01
-2.814884901046752930e+00,1.404103040695190430e+00,2.027092933654785156e+00,-1.800969958305358887e+00
4.642948210239410400e-01,-4.200896024703979492e-01,-2.159177064895629883e+00,1.543240547180175781e+00
-2.510828971862792969e+00,2.092298269271850586e+00,-2.401497125625610352e+00,1.402991175651550293e+00
1.559111952781677246e+00,-2.880916833877563477e+00,-1.741707682609558105e+00,1.478797078132629395e+00
2.200207710266113281e+00,-1.899350166320800781e+00,-2.454904556274414062e+00,1.394379615783691406e+00
1.022486448287963867e+00,3.001548051834106445e-01,1.866083741188049316e+00,-2.552267313003540039e+00
